,app_id,app_name,review_text,review_score,review_votes
527,10,Counter-Strike,This Game I'm Playing Forever! :),1,0
528,10,Counter-Strike,awsome game,1,0
529,10,Counter-Strike,The best Multiplayer FPS of all time.,1,0
530,10,Counter-Strike,:),1,0
531,10,Counter-Strike,1,1,0
532,10,Counter-Strike,I don't think there is much to say about this game since it has been said already. I enjoy playing it even though I suck at it. A lot. It's much harder than CS:GO for me but it has proven one thing: a game with bad graphics can still be good in 2016 ;) I apologise for my English.,1,0
533,10,Counter-Strike,My name is Commander Shepard and this game that ruined my grades,1,0
534,10,Counter-Strike,I Love This Game :*,1,0
535,10,Counter-Strike,nice game ...great game,1,0
536,10,Counter-Strike,I love this ♥,1,0
537,10,Counter-Strike,A must have classic for every FPS player !,1,0
538,10,Counter-Strike,i like it bcs this game is the best :),1,0
539,10,Counter-Strike,,1,0
540,10,Counter-Strike,,1,0
541,10,Counter-Strike,finally I have steam version :D,1,0
542,10,Counter-Strike,.,1,0
543,10,Counter-Strike,Very Good Game &lt;3,1,0
544,10,Counter-Strike,Good Game! CS 1.6 Forever!,1,0
545,10,Counter-Strike,"The classic action FPS: Counter-Strike, has made a huge impact on my gaming life, ever since I was a pre-pubscent,6 year old child. Enjoying various betas and versions throughout it's development, the game has evolved from a mod for Half-Life, to one of the most viewed and played eSports.   If you haven't already, buy it,play it and enjoy it. I have nailed countless of hours on different accounts I've had, and of course the non-steam versions  10/10",1,0
546,10,Counter-Strike,I met a lot of people who slept with my mother. 10/10,1,1
547,10,Counter-Strike,"u don't have NoSpread lel, this game only for Legit.",1,1
548,10,Counter-Strike,"Just bought this game, went on my first server, people were flying around with vampire wings screaming in spanish.        11/10",1,1
549,10,Counter-Strike,"umm I'll have you know, I've been playing since CS 0.000009",1,1
550,10,Counter-Strike,Would cheat again... :&gt;,1,1
551,10,Counter-Strike,best game in the world,1,1
552,10,Counter-Strike,"This game is amazing 10/10 back in the days, but now moving on to csgo, i still miss this btw 6500 hrs on record",1,1
553,10,Counter-Strike,golden 1.6 era &lt;3 much love from the old Days,1,1
554,10,Counter-Strike,the best multiplayer game of all time in my opinion,1,1
555,10,Counter-Strike,Who didn't play this awesome game while growing up? Oh ya... me. And boy did I miss out!,1,1
556,10,Counter-Strike,Best way to waste your fkin time! Love it!,1,1
557,10,Counter-Strike,I will always enjoy this game. Best FPS I've ever played. It's 2015 and I still love it. BUY IT.,1,1
558,10,Counter-Strike,This is not a game I bought. This is a piece of my childhood that I paid to have back.,1,1
559,10,Counter-Strike,Best online shooter ever!,1,0
560,10,Counter-Strike,"I'll remind you: I've played CS 1.6 into oblivion on another account. 101 hours is not the full representation of my gameplay in this game.   CS 1.6 is a classic game everybody almost knows what is, at least if you are an FPS player. Of course today it is very outdated and not something you would otherwise play as your main game, but it certainly is something to take a walk through every once in a while - especially as a trip down memory lane or as a fun little LAN game to take your mind off modern games, which can get tiresome after a while (at least in my honest opinion.)   I can definitely recommend this. I played it a lot, and all the while, despite my review of it, CS:CZ had an end consensus that was a better smooth gameplay somewhat, this is one of the best games of all time. At least in terms of the FPS genre. No doubt. But if you were to play it today, you'd have to be patient as the only people still playing this online are either veterans, somewhat experienced people or cheaters (on VAC-insecure servers which there also is quite a lot of.) If you're lucky, you might still find that some of the best servers that kept the community going might still be up. Maybe.   Tread carefully, but definitely try it.",1,0
561,10,Counter-Strike,"The game of my childhood. I never get bored of it,     OLD BUT GOLD   ",1,0
562,10,Counter-Strike,3k hours on it. Def worth it,1,1
563,10,Counter-Strike,Still a better love story than Twilight!!!,1,1
564,10,Counter-Strike,played just a little. it's ok,1,1
565,10,Counter-Strike,One of the oldest Counter-Strike games that is the best around.,1,1
566,10,Counter-Strike,Good game if you have friends      I dont,1,1
567,10,Counter-Strike,Still fantastic after all these years. The game that molded a generation.,1,1
568,10,Counter-Strike,It's an oldschool game but the only one I play. There is no reason for me to play some newer version of CS. I like the simplicity of 1.6 version,1,0
569,10,Counter-Strike,Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.,1,1
570,10,Counter-Strike,"About Counter-Strike Counter-Strike is a first-person shooter game from Valve, the first of the Counter-Strike series.  Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.  Gameplay Counter-Strike is a round based game where you play as counter terrorist or play as terrorist. As a counter terrorist, your task is to prevent the terrorist from planting a bomb and detonate it or rescue a captured hostages and lead them to the hostage rescue zone, while the terrorist team has to do the opposite. Weapons has hard recoil so you can't just spray and pray, short burst fire can save you in critical situation. Before the round begins, you can and need to buy weapons and equipments with money, you get money by winning the round or killing the enemy team. This type of gameplay encourages team work.  Counter-Strike is a good game. I recommend this game.  Thanks Valve Thanks !!! Old but Gold !!!  10/10 From Me Sweep Playing this game since 2004",1,1
571,10,Counter-Strike,  is this mincraft 2.0,1,1
572,10,Counter-Strike,Best fps game.,1,1
573,10,Counter-Strike,"Largely composed of Hispanics, play this game a couple hours a day and you'll learn more about spanish here then any class.",1,1
574,10,Counter-Strike,one of the best games ever made,1,1
575,10,Counter-Strike,"Still the best shooter out there. Nothing can beat 1.6. Get some mates, play on a well configured server and enjoy this masterpiece.",1,1
576,10,Counter-Strike,PLaying Counter Strike Felling Awesome with Steam...,1,1
577,10,Counter-Strike,"Here's my story, I went over to my friend's house one day, he was playing CS. I tried it for myself, I was instantly hooked and have been for over 10 years with the counter strike franchise. Best online action franchise ever for the pc in my opinion. Counter strike is like a drug that you will never be cured from, trust me.",1,1
578,10,Counter-Strike,Best FPS game ever! It never gets old and it is always fun to play with.,1,0
579,10,Counter-Strike,better than csgo =P,1,0
580,10,Counter-Strike,Only the best competitive teambased FPS ever!,1,0
581,10,Counter-Strike,"My entire childhood is laying beneath this amazing game. Always come back to it, no matter what happens.",1,0
582,10,Counter-Strike,SOLID FPS GAME I SUPPOSE LMAO.,1,0
583,10,Counter-Strike,To be honest one of the best fps of all time.I come back to this game every day or two.If you are going to buy it be awere that there is almost no STEAM servers so you will play with non-steam players,1,0
584,10,Counter-Strike,Its good fun!!,1,0
585,10,Counter-Strike,"Counter-strike(1.0 - 1.6 ) is one of the greatest esport fps games(if not the greatest) in the gaming history and is still worth buying today. Graphics doesnt matter for a gamer, gameplay does....",1,0
586,10,Counter-Strike,played it as i child best game i remember... just anying when you have high ping,1,0
587,10,Counter-Strike,This game is so amazing and I hope it never get older!,1,0
588,10,Counter-Strike,,1,0
589,10,Counter-Strike,"Better than source, or GO... &lt;3 1.6!!! literally the best game ever. been playing for 12+ years and i love this game!!",1,1
590,10,Counter-Strike,Its better then CSGO  coz its without hackers,1,0
591,10,Counter-Strike,11/10,1,1
592,10,Counter-Strike,old but gold:),1,0
593,10,Counter-Strike,This game us so funn.,1,0
594,10,Counter-Strike,"I love it very very very much i always play it when i got free time from my studies &lt;3&lt;3&lt;3&lt;3&lt;3&lt;3,i love to play it i liked this very much,every thing seems to be so real and i just love it :)5star from my side :)",1,0
595,10,Counter-Strike,Just buy it !!,1,0
596,10,Counter-Strike,^^.,1,0
597,10,Counter-Strike,.,1,0
598,10,Counter-Strike,yeah its ♥♥♥♥ing awsome !!!,1,0
599,10,Counter-Strike,Best game ever. even this is the old game. but i played this game until now! 10/10 stars for this game :D,1,0
600,10,Counter-Strike,Perfect game :),1,0
601,10,Counter-Strike,The Best game,1,0
602,10,Counter-Strike,Fellas I have long been playing this game and I would recommend to you to try it because it is very intresting game for those who like shooters :),1,0
603,10,Counter-Strike,~|^Kn!gHtM@Re^|~ Auto-Mix Server 103.2.238.234:27015  All the cs fans are welcomed..!,1,0
604,10,Counter-Strike,),1,0
605,10,Counter-Strike,17-04-14 new update. Game doesnt even open.  Error: Fatal Error- Cannot load Library. Please fix. Unbale to open CS 1.6,1,0
606,10,Counter-Strike,the most addictive online game!,1,0
607,10,Counter-Strike,The Best!,1,0
608,10,Counter-Strike,"I'm not one to criticise a game but, this has to be a great title mostly for it's 'Your role affects your team's success. Your team's success affects your role,' system even if it had many problems. The gameplay is great with plenty of user created content to play. Vanilla gameplay is not advised as it gets repetitive fast. Overall gameplay is a 8.5 out of ten. The sound isn't very good with it's annoying tracks, the only way to fix this is to download custom gun sounds but thats a pain. The sound wasn't even good in 2000 when the game came out and thats telling you something. Overall 4.0 out of a possible ten. I know this is odd for me to review a game off of this but online community. The community if few and far between, there are BARELY any good servers up and sometimes the community is awful. (still not as bad as team fortress 2 IMO XD) Overall 6.0 out of ten. Graphics usually take the backseat in my reviews but, I do have to say the graphics are OK I mean in 2000 they still weren't as good as UNREAL 1 or IDTECH 3 but they get the job done. Overall 6.5 out of ten. My verdict is that this game is good and still is I have to say this is a damn fine game earning my score as an 80% out of 100% (BTW This is all criticism because, I AM A CRITIC.) (I go into detail about every problem a game has.) Therefore I recommend. Monstercat signing out.",1,0
609,10,Counter-Strike,VERY GOOD GAME :) ADDICTED TO IT NOW STEAMER EVEN MORE ADDIDCTED TO CS :),1,0
610,10,Counter-Strike,Fav game of all time. CS:GO is fun but still doesn't feel the same!,1,0
611,10,Counter-Strike,.,1,0
612,10,Counter-Strike,.,1,0
613,10,Counter-Strike,One of the best games ever,1,0
614,10,Counter-Strike,I really like this game 10/10 soy adicto ayúdenme.,1,0
615,10,Counter-Strike, gather-network.com  - CStrike 1.6,1,0
616,10,Counter-Strike,Pretty awesome graphics but bad gameplay !,1,0
617,10,Counter-Strike,cs.promns.ro  www.promns.ro ,1,0
618,10,Counter-Strike,cool game,1,0
619,10,Counter-Strike,Yes i recommend this game :D,1,0
620,10,Counter-Strike,world no1 game,1,0
621,10,Counter-Strike,This is a veru fun game :),1,0
622,10,Counter-Strike,Old But Gold!!!,1,0
623,10,Counter-Strike,...,1,0
624,10,Counter-Strike,I love it. :D ,1,0
625,10,Counter-Strike,One of the best FPS game that is recognized around the world. A must have.,1,0
626,10,Counter-Strike,One of the best games I've ever played.,1,0
627,10,Counter-Strike,Ruined my life. 10/10,1,0
628,10,Counter-Strike,Ruined my life.,1,0
629,10,Counter-Strike,I got banned from this game. It was totally worth it.,1,0
630,10,Counter-Strike,now this is fragging,1,0
631,10,Counter-Strike,NLA my love counter-strike,1,0
632,10,Counter-Strike,Ruined my life. 10/10,1,0
633,10,Counter-Strike,"Counter-Strike is a great game, from this game have 5 stars, really congrats to VALVe for make this amazing game.",1,0
634,10,Counter-Strike,Classic team based FPS - LOVE IT!,1,0
635,10,Counter-Strike,The BEST game,1,0
636,10,Counter-Strike,"OG Game, make sure to put your launch options to get rid of mouse accel.",1,0
637,10,Counter-Strike,counter strike is game where i can learn only one thing that if u have a good aim on the head of ur enemy than u can kill them whatever u have latency but not more than 150 :D,1,0
638,10,Counter-Strike,The best FPS game! A must have for every FPS fan.,1,0
639,10,Counter-Strike,.,1,0
640,10,Counter-Strike,"This game will be remain legendary . But now is time to CS:GO , but i will never forget CS 1.6 !",1,0
641,10,Counter-Strike,; 3,1,0
642,10,Counter-Strike,One of the best game ever,1,0
643,10,Counter-Strike,its super awesome ♥♥♥♥ yeah,1,0
644,10,Counter-Strike,"My Childhood was spent on this game , playing it with friends LAN mode in the играоница. Great game !",1,0
645,10,Counter-Strike,Old but gold.,1,0
646,10,Counter-Strike,Best classic game,1,0
647,10,Counter-Strike,Old but Gold,1,0
648,10,Counter-Strike,This is one of the best game's :),1,0
649,10,Counter-Strike,"nice fun game, very hard though,",1,0
650,10,Counter-Strike,cs ! best multiplayer game since 99'.,1,0
651,10,Counter-Strike,"all these years and still playing this, says how good the game is.",1,0
652,10,Counter-Strike,Great game better then cs go to late its dieng help the community of cs 1.6 grow up again,1,0
653,10,Counter-Strike,good game where you can just relax and have fun with friends,1,0
654,10,Counter-Strike,Nice Games ^^,1,0
655,10,Counter-Strike,old school style XD,1,0
656,10,Counter-Strike,somehow i still find myself coming back to this game...damnit.,1,0
657,10,Counter-Strike,top!,1,0
658,10,Counter-Strike,#1,1,0
659,10,Counter-Strike,.,1,0
660,10,Counter-Strike,"Nice oldschool game! Counter-Strike is very cool game, but now we can play the CS series of games like CS:Source and CS:GO... I can't say which game is better, it's your choice. But i can't forget this game like my childhood, thanks to VaLVE for it! ",1,0
661,10,Counter-Strike,Classic!,1,0
662,10,Counter-Strike,"nice game for ever :-*   [Sn!per - GameinG]  ╔══════════► ╠► Best Counter Strike 1.6 Servers ✰ ╠► Classic : 31.186.251.197:27055 #1 ╠► AutoMiX : 31.186.250.74:27066 #2  ╠► Clan War : 31.186.251.197:27075 #3 ╠► Fast Download ↯ ╠► Fast BuNnY Hoper Server ↯ ↯ ↯ ↯ ↯ ↯ ↯ ↯ ╠► No Lag ツ ╠► Low Ping (Latency) ☟ ╠► High FPS (1000)  ╠► Best Maps ☠ ╠► Nice Plugins ☭ ╠► New Sounds ♫ ╠► Free Admin ✓ *invet player = 15 +. ╠► FB Group:  www.facebook.com/groups/super3market/  ╠► FB Page :  www.facebook.com/Sniper.Game1ng  ╠► FB admin page:  www.facebook.com/ALM0SHAKSS  ╠► Web-site :  {LINK REMOVED}  http://neverstoptokill.wix.com/sn1pergaming  ╚══════════►We Are not the best but , we do best for you .!!",1,0
663,10,Counter-Strike,Black Screen... 11/10 Would buy again!,1,0
664,10,Counter-Strike,&lt;69 The best FPS game out there :'D...,1,0
665,10,Counter-Strike,Black Magic,1,0
666,10,Counter-Strike,Best FPS on PC ever!,1,0
667,10,Counter-Strike,nice game 'best game',1,0
668,10,Counter-Strike,This is my life :D,1,0
669,10,Counter-Strike,aim is real,1,0
670,10,Counter-Strike,♥♥♥♥♥♥)))),1,0
671,10,Counter-Strike,is it gud or good? ,1,0
672,10,Counter-Strike,"Played this since the Beta Version. Still my favorite go to game to this day. Im old as dirt now and my reflexes suck, but I still love it. Now I get to play with my son. Awesome.   You will love the game.",1,0
673,10,Counter-Strike,"baws remains a baws B|.!  I love this game madly since 2004 and still there is much to learn. Although i left playing cs 1.6 for few years due to my study and then profession stuff but as usual, this game brought my attention back and i'm goin in RogeR!",1,0
674,10,Counter-Strike,it's cs:D!,1,0
675,10,Counter-Strike,,1,0
676,10,Counter-Strike,"The best mod ever made. Buy GO if you like matchmaking. Active community, millions playing. Buy Source if you like online 4fun gameplay. Dead, but it has a lot of servers. Buy 1.6 if you wanna a little of the two. Dead as Source.",1,0
677,10,Counter-Strike,It was and still No. 1 online game &lt;333,1,0
678,10,Counter-Strike,Ultimate Classic Masterpiece that will Live Forever.  RECOMMENDED ,1,0
679,10,Counter-Strike,:D Nicee game,1,0
680,10,Counter-Strike,THE BEST GAME ON THE WORLD !!!,1,0
681,10,Counter-Strike,DA BEST GAME ON THE PLANT!,1,0
682,10,Counter-Strike,Cool,1,0
683,10,Counter-Strike,Hit boxes are messed but game is still legendary,1,0
684,10,Counter-Strike,"Well if you think ♥♥♥♥♥♥ game,♥♥♥♥♥♥ graphics,♥♥♥♥♥iy weapons,you are a very crazy person.This game yes its an ♥♥♥♥♥♥ Game but its fun so no give any crap.Don't buy it on 9.99 dolars buy it on when sales like 2.49 and 4.99 dolars.Great game for relax.Recommending!",1,0
685,10,Counter-Strike,Good The best game,1,0
686,10,Counter-Strike,never get tired of playing this game..,1,0
687,10,Counter-Strike,what can you say about this game? It's ♥♥♥♥ing classic! 11/10 and it's gonna never bored.,1,0
688,10,Counter-Strike, Brings back those memories!,1,0
689,10,Counter-Strike,maby the best game ever.,1,0
690,10,Counter-Strike,"I know if this game is so old, but many memories if you played untill long time  how to make friends in the game? played counter-strike in comunities keep counter-strike for your histories  thanks. ",1,0
691,10,Counter-Strike,"Wanted a physical copy of this game , rather than purchasing it online, to leave my children a memoir of one of the gr8test games in history, but anyway... this will do the trick more or less. +1 , the only game i really knew how to play and i really enjoyed playing.",1,0
692,10,Counter-Strike,"This is where history was written. the son of the big daddy Half-Life. Since the game was released, even with newer versions like Source and GO, it is still very popular. Example of a masterpiece.",1,0
693,10,Counter-Strike,:),1,0
694,10,Counter-Strike,"Whether you are a hardcore PC gamer, or if you have just bought your first PC, Counter-strike 1.6 should be the first game you buy.  Graphics don't matter, this game can produce hours uopn hours of entertainment.  10/10 Highly recommended.",1,0
695,10,Counter-Strike,Very nice old school game.,1,0
696,10,Counter-Strike,"There can't be better than 1.6 throughout all these years playing it since I didn't even know what's steam. Buying the original game feels way better than non-steam no lag experience as some of you say. It's hella worth the time spent it's been almost 7 years for me playing this game since I was a kid. My childhood and maybe later would be my adulthood also being spent on it. The amount of mods/servers are unbelievable! all of them are amazing as I tried them all. I can't deny that I am addicted to it but, yet! It's hella worth to re-born and be played like the past times! Tournaments and more. I can't withstand the ignorance of valve to it's amazing old games! Just remember that before cs go came out, your success was not in CS:S or CS:CZ it was all in this game. &lt;3",1,0
697,10,Counter-Strike,#1 !,1,0
698,10,Counter-Strike,Good Old Classic.,1,0
699,10,Counter-Strike,"This game is pure jewel,i love it.",1,0
700,10,Counter-Strike,"I was sitting in CT Spawn in de_dust2 after I found my entire team afk sitting right next to me. I decided to sneak up on cat when I heard 'Bomb has been planted' by the terrorist opposition. I proceeded to act like a Slick Ninja by avoiding all terrorists. Only to find out most of them went to look for our team and killed them in ct spawn. I went around on Cat Walk, Threw a smoke, and went to cut the wire of the bomb the Terrorists had planted. I almost cut the Blue wire, and it could have cost us the round. 5 Seconds goes by, and it says, 'Counter Terrorist wins'.   At that very moment, I just realized I had won the game.  That is my story.  Counter-Strike = Thumbs up!",1,0
701,10,Counter-Strike,The best multiplayer game ever. 3000 hours of happy and smile with friends.,1,0
702,10,Counter-Strike,NICE RIOT SHIELD,1,0
703,10,Counter-Strike,Why i have low fps   but nice game :D,1,1
704,10,Counter-Strike,Although I'm keeping this a thumbs up. I never liked 1.6. Cool to see how the game evloved.. but I never liked the 1.6 update from 1.5.,1,0
705,10,Counter-Strike,Game 4 life!,1,0
706,10,Counter-Strike,♥♥♥♥ing nice shooter game.One of the first FPS games I tryed in my life.,1,0
707,10,Counter-Strike,Best Game ever. I love this game. I am playing for 4 years and now also i am not get bored :D Best Shooting game ever :D,1,0
708,10,Counter-Strike,"I'm just here to post the 6,666th review for this game... get it.",1,0
709,10,Counter-Strike,"This game... Lots of memories. Lot of spent time playing this game in childhood, still having nostalgic feelings. I still play this game sometimes and it still makes me happy. c:",1,0
710,10,Counter-Strike,cs the best if u want to have a good game . :D,1,0
711,10,Counter-Strike,Really good game.. Its old but it is still good and funny.. Mostly i enjoy playing modes like Jailbreak/furien mode. I recomend this game.,1,0
712,10,Counter-Strike,"#1 GaM3, 0n3 of my favourite GaM3s.",1,0
713,10,Counter-Strike,"The game is very beatiful and full of emotions while playing online. All the gamers, harcore gamers, have to play it. It is just about skills and trainings.",1,0
714,10,Counter-Strike,Best game ever made &lt;33333333 HBD 15 years,1,0
715,10,Counter-Strike,"One of the best fps games out there, tho' the graphics arent as good as the current gen games but this is a worth to try game. Playing this game for like 4 years or so absolutely incredible game period.. :)",1,0
716,10,Counter-Strike,.,1,0
717,10,Counter-Strike,A great game!!!,1,0
718,10,Counter-Strike,Fire in the hole!,1,0
719,10,Counter-Strike,:) ,1,0
720,10,Counter-Strike,"My first ever game was CS 1.5 , all i can say it has immortality , because this game is so awesome and nostalgic it will never be forgotten, shame that not as much player left, but still enough to play diffrent maps and modes :)",1,0
721,10,Counter-Strike,Seriously the bestest game ever :D,1,0
722,10,Counter-Strike, www.fastcup.net ,1,0
723,10,Counter-Strike,Play it if you like mexicans who can't afford a computer to play csgo,1,0
724,10,Counter-Strike,"+ Competetive. Easy to play. Can Include AI for training. Tons of servers/server plugins/custom maps/even custom guns. Fun to play, always. - Little repeating.  In overall, I recommend it to everyone, please do not judge this game for graphics and/or lack of military actions, GoldSrc engine is not Real Virtuality 3 ( Arma 2 engine ), and this game is old school, typical classic so graphics are what they are.",1,0
725,10,Counter-Strike,;),1,0
726,10,Counter-Strike,"Counter Strike 1.6 Will Never Die ! Valve Created Counter-Strike , and it found an amazing success , many legends appeared , Spawn , Cyx , Heaton , Walle . were legends ! NAVI , SK GAMING , Fnatic , NIP ! were legendary cs 1.6 teams ! , Spawn Was Legend ♥ But Took retirment in : 26-02-2010 ! Cs 1.6 lost a 'Legend' , Cyx was Legend too ! but died in a car accident 29-07-2010 ! cs 1.6 lost an other legend ! Walle too ............... ! , Eved Edward , king of pistols with his awesome ace vs Fnatic ! , &amp; f0rest ! we won't forget dalpan ! in addition to many other cs 1.6 legends ! ,,, but now a days ! many gamers leaved the 1.6 ! because of the new Global Offensive .... ! but what if everyone stops playing CS;GO ! what if wa all comback to the amazing 1.6 ! to this amazing game , awesom game , real game &lt;3 ! we will see new legends .. new 1.6 legends ! .... Here zneel' :D a new champion ! we want our old 1.6 back ! with old emotions ..... &lt;3 ! share this status everywhere ! to incite gamers to come back to the awesom 1.6 ! you can be also a legend or champion one day :) ! you can be as powerful as spawn ! or any other legend ! yes you can ! &amp; we can return to the old : Counter-Strike Stille a live &amp; won't die :'D",1,0
727,10,Counter-Strike,Du ♥♥♥♥♥♥♥!,1,0
728,10,Counter-Strike,it is the best counter strike ever,1,0
729,10,Counter-Strike,awsome game world's number 1 game awsome,1,0
730,10,Counter-Strike,"Oh,I remember the good times when I played CS withouth even knowing what to do but still having fun. Now we got CS:GO and CS:S and CS isnt getting so much love. If i would play CS i would not play it alone,just with a friend. Anyways gets 9/10 for making my childhood beatiful &lt;3",1,0
731,10,Counter-Strike,This is my all time favourite game. It is one of the first game I played. This game has been with me until now and I am still playing it with a big joy. It may be old but there is no other game that can replace it in my life.,1,0
732,10,Counter-Strike,Best of all times,1,0
733,10,Counter-Strike,Easy to learn. Hard to master.,1,0
734,10,Counter-Strike,A pure masterpiece of an FPS,1,0
735,10,Counter-Strike,"This Game Is a classic master piece. And has AMAZING replay value. As a young gamer my self growing up in a world where most casual gamers are xbox humping, cod playing, graphic ♥♥♥♥♥s. It is shameful that this game is not played. This game made and broke friendships and made a childhood for many people. Even if you dont play the game often. Please just get it for it to be in your library. 8/10 for some bugs and a now strange community. But nonetheless a great game.",1,0
736,10,Counter-Strike,the reason i started using steam :D,1,0
737,10,Counter-Strike,"so old, but gold.",1,0
738,10,Counter-Strike,very good game,1,0
739,10,Counter-Strike,Call of Duty™ ripoff,1,0
740,10,Counter-Strike,This game is ♥♥♥♥.  5/5  Must have.,1,0
741,10,Counter-Strike,"This game changed gaming as a whole. One of the best FPS of all time, if not the best. But its all about the gameplay. Its how CS plays that will get you. Huge online community, thousands of mods, nostalgic graphics, excellent gameplay, nice sound effects even if they r outdated. CS 1.6 is my favorite FPS and is much better than Global Offensive in all aspects. I played this game so much before i got Steam, this game is just spetacular. Even in non-steam gaming, lan houses,competitive play, CS 1.6 is still incredibly popular. 10/10, congratulations to the developers.",1,0
742,10,Counter-Strike,.,1,0
743,10,Counter-Strike,"So, fall asleep love, loved by me... for I know love, I am loved by thee. Read more at  http://www.brainyquote.com/quotes_of_the_day.html#zvQY7U3Ax27DSMXQ.99 ",1,0
744,10,Counter-Strike,"I used to play this game with my friends when we had to do military service; it was a lot of fun pretending that we were fighting Russians while putting to use what we would learn during training. However, it seems that the only people who play now are Turkish children who hack and have bad ping so, I would not recommend this game any more.",1,0
745,10,Counter-Strike,"Great game. I have no words. The controls, graphics, and the gameplay are really good, especially for the time. It's fun, there is a lot you can do too. Would definitely recommend this game.",1,0
746,10,Counter-Strike,Highly recommend this game to all..:D,1,0
747,10,Counter-Strike,The chat was overfilled with people blaming for hacks.  I like it that way.,1,0
748,10,Counter-Strike,i love cs 1.6 but in this one there is no bots  ,1,0
749,10,Counter-Strike,The Best FPS :D,1,0
750,10,Counter-Strike,"2400 hours in 2 years, ruined my life.",1,0
751,10,Counter-Strike,Yes Counter-Strike ! The Best FPS Game Ever !  I always Play on this game it's super cool !,1,0
752,10,Counter-Strike,This is a very fun game if you can find some friends to play with. There are a lot of servers with custom content such as models or even game modes that completely change the game. Even though it's old there are still active servers with plenty of players on them. It's very easy to make a custom map if you wish to play one. Only bad thing is that the graphics and models are not that great. Also most servers are in spanish,1,0
753,10,Counter-Strike,This game is perfect and awesome!!!,1,0
754,10,Counter-Strike,Very nice 1.6 i like this game,1,0
755,10,Counter-Strike,Classic game. Love it &lt;3,1,0
756,10,Counter-Strike,Over 6k Hrs of non-steam version...And i didnt got bored.. Still one of best competetive 5v5 game ever made...   LOVE IT &lt;3 &lt;3 &lt;3 &lt;3 &lt;3,1,0
757,10,Counter-Strike,"While starting to show its age, Counter-Strike is a classic that you just have to play!",1,0
758,10,Counter-Strike,"Bought this game a bit too late... wish I would've been around to play it back in it's prime.  This game is simply a classic. My first Counter-Strike was Source. I loved Source a lot, and that lead to me getting CS:GO. CS:GO is now my most played game. ANYWAYS, I bought this game pretty recently and I love playing it. Too bad the servers are bugged I think, otherwise, still has an alright community. great gameplay and requires a lot of skill.  I love the wallbanging and the style you have to shoot. Not so much run n gun like the other games in the series.  I definitely recommend this game. Even though I doubt many people are still buying this game!",1,0
759,10,Counter-Strike,A briliant FPS game. Fast Paced Action. Skill Required = Good FPS,1,0
760,10,Counter-Strike,Lyf is 1 but CS is 1.6,1,1
761,10,Counter-Strike,"This is the game that started a genre, every shooter since CS has copied its competitive team-based style of play. Its the original to a legacy, and many people still play it to this day. It has older graphics for people who might not have an expensive computer, plenty of dedicated servers, and the core gameplay that is known worldwide is right here where it belongs.  But obviously you know this already unless you've been spending your life playing on Xbox and playstation. Right?",1,0
762,10,Counter-Strike,"Old is Gold, if you dont have a superior machine, no worries you will still enjoy the classic",1,0
763,10,Counter-Strike,"A Very good game indeed..... proves that graphics dont matter, gameplay does",1,0
764,10,Counter-Strike,"This game, is not a multiplayer game, is THE Multiplayer Game. This game is classic, is a monster! Counter-Strike... I love those words. This is my 2 favorite game of all time. To be good in this game you must be a strategist, to have a good team relationship, and takes dedication. This game has tons of weapons to choose. THe game modes are PERFECT, the other community gamemodes are even better! You like COD with zombies, well, this game haved zombies before COD, and better zombies. In what game are you gonna do a deathrun, where you must be alert to everything and to have skills to survive and kill a terrorist? In what game are you gonna kill zombies, while they run at full speed and all your teammates throw granades and shoot as if there was no tommorow? In what game are you gonna surf on wall? In what game are you gonna find this quantity of maps, and good maps!? In what game!? Battlefield and COD can have better graphics, destruction, campaing and more guns, but, they will never have the community that Counter-Strike have.    We made Counter-Strike, Counter-Strike made us.  (English is not my first language)",1,0
765,10,Counter-Strike,1 Word 'Classic' :D,1,0
766,10,Counter-Strike,Started playing this game when I was 8 years old ( 2002 ). Bravo Counter-Strike! ,1,0
767,10,Counter-Strike,BUUUM ! Head shot!,1,0
768,10,Counter-Strike,The Old Famous game in 2012,1,0
769,10,Counter-Strike,The best game I played,1,0
770,10,Counter-Strike,♥,1,0
771,10,Counter-Strike,Good game no scamms like in tf2,1,0
772,10,Counter-Strike,CS 4 1337,1,0
773,10,Counter-Strike,"The most addictive thing , EVER!",1,0
774,10,Counter-Strike,best game of all time.,1,0
775,10,Counter-Strike,"We will never forget about 1.6 , at its time this game was not only a game , it was a sport , a purpose , a way of living , i've been playing this since the beginning(back in 1999 or 2000 can't remember for sure :D) and i don't know what the world of gaming would have been today without it , so Counter Strike will always remain the king :D",1,0
776,10,Counter-Strike,The best FPS !,1,0
777,10,Counter-Strike,FOREVER THE BEST!,1,0
778,10,Counter-Strike,Its a good game !,1,0
779,10,Counter-Strike,=),1,1
780,10,Counter-Strike,so 17 years and counting! Just love this game :) ,1,0
781,10,Counter-Strike,brb gonna learn russian,1,0
782,10,Counter-Strike,DON'T MAKE ME INSTALL AND SCHOOL YOU KIDS IN THIS GAME ,1,1
